ID,date_id,player_name,Age,Overall rating,Potential,name,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,date,club_name,start_year,end_year
259316,240034,Theo Leoni,23,71,76,Anderlecht2020 ~ 2026,180,70,Left,73,/players?pn=18,5,"Oct 18, 2020",,€2.8M,€14K,€4.4M,302,67,64,37,76,58,345,69,67,64,72,73,341,69,71,70,65,66,310,62,53,69,57,69,327,67,65,66,75,54,72,190,68,62,60,53,14,7,9,12,11,1868,400,3,2,Medium,Medium,1,Lean (170-185),No,70,64,72,70,62,62,,Team Player,,1,2024-03-27,Anderlecht,2020.0,2026.0
199413,240034,Tobias Kempe,34,71,71,Darmstadt 982017 ~ 2025,184,77,Right,72,/players?pn=18,0,"Jul 7, 2017",,€875K,€15K,€1.6M,342,79,69,50,75,69,368,71,77,75,72,73,334,65,57,72,72,68,362,80,66,69,72,75,342,57,59,66,78,82,75,156,55,56,45,65,14,13,13,13,12,1969,405,3,3,Medium,Medium,1,Normal (170-185),Yes,61,73,76,72,55,68,,Power ShotWhipped CrossLeadership,,3,2024-03-27,Darmstadt,2017.0,2025.0
217845,240034,Andrew Hjulsager,28,71,71,Gent2021 ~ 2025,175,73,Right,71,/players?pn=18,0,"Jul 1, 2021",,€1.9M,€15K,€2.9M,319,71,67,49,70,62,347,72,67,69,66,73,350,73,65,72,67,73,341,73,65,68,67,68,336,73,61,72,76,54,75,192,66,64,62,56,9,15,14,9,9,1941,410,3,3,Medium,Medium,1,Normal (170-185),Yes,69,68,71,72,62,68,,Long Shot Taker (CPU AI)Injury Prone,,2,2024-03-27,Gent,2021.0,2025.0
232437,240034,Federico Ricca,28,71,72,OH Leuven2022 ~ 2025,178,73,Left,72,/players?pn=5,1,"Aug 12, 2022",,€1.8M,€10K,€2.7M,267,66,38,72,67,24,274,63,45,40,58,68,338,66,63,69,68,72,342,71,75,69,66,61,295,77,72,58,50,38,65,219,72,74,73,48,13,13,8,6,8,1783,382,3,2,High,Medium,1,Normal (170-185),Yes,64,50,60,66,73,69,,Slide Tackle,,1,2024-03-27,OH Leuven,2022.0,2025.0
231414,240034,Waldo Rubio Martin,27,71,71,Tenerife2022 ~ 2027,182,75,Right,72,/players?pn=23,0,"Aug 19, 2022",,€2M,€7K,€3.2M,335,69,67,64,64,71,344,76,73,70,55,70,412,89,90,85,67,81,367,80,80,69,65,73,294,60,40,65,59,70,70,92,36,30,26,38,10,6,7,7,8,1882,402,4,4,High,Medium,1,Normal (170-185),No,90,71,63,75,37,66,,Power ShotTechnicalFlairQuick StepTrivelaLong Shot Taker (CPU AI),,6,2024-03-27,Tenerife,2022.0,2027.0
233974,240034,Nathael Walter Silbeira Caeiro,27,71,71,Botafogo2023 ~ 2026,188,83,Right,71,/players?pn=0,0,"Jun 26, 2023",,€1.4M,€11K,€2.7M,79,13,16,14,16,20,94,18,24,13,17,22,167,15,16,28,78,30,170,52,42,15,44,17,110,23,17,4,45,21,55,42,14,15,13,346,61,73,69,73,70,1008,361,2,1,Medium,Medium,1,Stocky (185+),No,61,73,69,70,15,73,,,,0,2024-03-27,Botafogo,2023.0,2026.0
239350,240034,Siriki Dembele,26,71,71,Birmingham City2023 ~ 2026,173,67,Right,71,/players?pn=16,0,"Jul 14, 2023",,€2M,€12K,€3.8M,320,63,66,60,64,67,309,72,54,55,54,74,419,91,84,87,68,89,328,68,73,69,54,64,267,45,30,68,66,58,65,89,19,38,32,47,6,10,12,8,11,1779,378,5,4,High,Medium,1,Lean (170-185),Yes,87,66,62,74,32,57,,RapidFlairFirst TouchTrickster,,4,2024-03-27,Birmingham City,2023.0,2026.0
242166,240034,Amor Layouni,30,71,71,Häcken2023 ~ 2025,191,81,Left,71,/players?pn=23,0,"Jul 10, 2023",,€1.8M,€6K,€2.3M,321,64,74,56,64,63,323,71,65,55,61,71,367,82,87,69,67,62,363,73,79,70,75,66,297,65,37,68,69,58,70,118,39,40,39,55,15,14,7,13,6,1844,403,4,3,High,Medium,1,Lean (185+),No,85,71,64,70,41,72,,,,0,2024-03-27,cken,2023.0,2025.0
244727,240034,Leandre Tawamba,33,71,71,Al Okhdood2023 ~ 2024,187,95,Right,71,/players?pn=25,0,"Aug 31, 2023",,€1.2M,€15K,€2M,318,40,71,73,66,68,281,66,50,44,49,72,275,54,65,58,65,33,398,77,83,78,92,68,285,59,16,75,66,69,75,55,26,15,14,65,14,13,12,12,14,1677,359,4,3,High,Low,1,Stocky (185+),No,60,72,56,66,24,81,,Power HeaderPress ProvenAerial,,3,2024-03-27,Al Okhdood,2023.0,2024.0
263672,240034,Elias Achouri,24,71,74,København2023 ~ 2027,177,70,Right,72,/players?pn=12,3,"Jul 24, 2023",,€2.6M,€14K,€3.6M,303,66,65,46,66,60,317,74,64,48,60,71,395,86,86,79,68,76,309,68,63,67,51,60,267,48,26,67,66,60,65,88,28,32,28,59,13,11,6,15,14,1738,373,4,4,Medium,Low,1,Normal (170-185),No,86,64,64,73,31,55,,TechnicalFlairTrickster,,3,2024-03-27,benhavn,2023.0,2027.0
279289,240034,Julian Costeria,31,71,71,Santa Fe2024 ~ 2028,168,69,Right,71,/players?pn=18,0,"Jan 11, 2024",,€1.6M,€3K,€2.2M,320,61,70,55,70,64,341,70,72,68,60,71,414,81,83,89,70,91,322,69,64,74,47,68,294,57,36,72,68,61,69,125,44,38,43,65,13,16,10,14,12,1881,389,3,3,High,Low,1,Normal (170-),No,82,69,66,73,42,57,,,,0,2024-03-27,Santa Fe,2024.0,2028.0
233977,240034,Eduardo Flavio Fonseira Meire,23,71,71,Corinthians2023 ~ 2026,191,87,Right,71,/players?pn=0,0,"Jun 26, 2023",,€1.6M,€11K,€3M,46,7,6,10,15,8,44,8,7,10,10,9,210,32,37,39,62,40,220,56,59,30,69,6,91,15,11,9,40,16,70,35,9,14,12,356,71,70,74,72,69,1002,390,3,1,Medium,Medium,1,Stocky (185+),No,71,70,74,69,34,72,,,,0,2024-03-27,Corinthians,2023.0,2026.0
259833,240034,Jhilmar Lora,22,71,80,Sporting Cristal2021 ~ 2025,176,72,Right,71,/players?pn=3,9,"Jan 1, 2021",,€4M,€650,€9.6M,237,62,35,48,65,27,280,66,47,38,66,63,380,80,87,71,70,72,288,44,67,87,63,27,286,55,63,63,55,50,70,202,69,68,65,48,10,10,6,7,15,1721,380,3,3,Medium,Medium,1,Normal (170-185),No,84,37,60,66,65,68,,Early Crosser (CPU AI),,1,2024-03-27,Sporting Cristal,2021.0,2025.0
217338,240034,Jari Vandeputte,27,71,71,Catanzaro2022 ~ 2025,173,66,Right,71,/players?pn=16,0,"Jul 30, 2022",,€2M,€3K,€3.1M,300,68,62,45,68,57,345,70,69,69,67,70,376,78,77,82,69,70,321,65,63,69,59,65,296,60,46,67,72,51,66,159,53,51,55,44,6,6,8,15,9,1841,392,4,3,High,Medium,1,Lean (170-185),No,77,63,69,71,50,62,,Whipped CrossTechnicalLong Shot Taker (CPU AI),,3,2024-03-27,Catanzaro,2022.0,2025.0
235002,240034,Lazar Rosic,30,71,71,Changchun Yatai2024 ~ 2025,190,82,Right,71,/players?pn=5,0,"Feb 7, 2024",,€1.5M,€11K,€2.3M,224,30,28,72,63,31,213,45,28,27,63,50,257,55,49,45,65,43,278,41,81,46,85,25,256,77,68,31,33,47,62,212,69,72,71,54,7,7,15,14,11,1494,321,3,2,Medium,Medium,1,Normal (185+),No,52,31,47,48,70,73,,,,0,2024-03-27,Changchun Yatai,2024.0,2025.0
173306,240034,Cristian Ansaldi,36,71,71,Parma2022 ~ 2024,181,76,Right,71,/players?pn=7,0,"Aug 23, 2022",,€425K,€2K,€680K,335,73,57,60,77,68,332,68,73,47,69,75,336,62,66,68,70,70,329,72,66,65,60,66,330,72,66,70,70,52,74,210,64,72,74,57,15,15,11,8,8,1929,401,5,4,Medium,High,2,Normal (170-185),No,64,63,72,71,67,64,,Whipped CrossTechnicalLong Shot Taker (CPU AI)Injury Prone,,4,2024-03-27,Parma,2022.0,2024.0
239099,240034,Ron Schallenberg,24,71,74,Schalke 042023 ~ 2026,185,75,Right,72,/players?pn=10,3,"Jul 1, 2023",,€2.3M,€7K,€3.9M,286,46,48,66,70,56,271,60,42,39,62,68,314,62,55,61,71,65,330,53,70,90,68,49,305,76,73,58,63,35,67,205,70,71,64,54,8,7,10,14,15,1765,376,2,2,Low,High,1,Lean (185+),No,58,49,60,64,70,75,,InterceptSlide TackleRelentless,,3,2024-03-27,Schalke,2023.0,2026.0
220156,240034,Adrian Balboa,29,71,71,Unión Santa Fe2024 ~ 2024,186,82,Right,71,/players?pn=25,0,"Jan 24, 2024",,€1.9M,€11K,€2.9M,322,35,76,75,62,74,266,67,37,46,50,66,284,54,56,66,67,41,380,76,83,63,89,69,267,55,27,72,57,56,60,60,27,17,16,55,16,8,15,6,10,1634,348,3,3,Medium,Low,1,Normal (185+),No,55,73,52,65,28,75,,Power ShotLong Shot Taker (CPU AI),,2,2024-03-27,n Santa Fe,2024.0,2024.0
225532,240034,Ibrahim Cisse,27,71,73,Ferencváros2023 ~ 2028,185,70,Right,73,/players?pn=5,2,"Jul 1, 2023",,€2M,€650,€4.6M,270,64,34,71,68,33,283,60,53,41,63,66,350,66,69,74,67,74,316,45,81,75,77,38,287,70,72,55,56,34,52,210,71,73,66,62,12,8,13,16,13,1778,378,2,2,Low,Medium,1,Lean (185+),No,68,38,62,64,71,75,,Injury Prone,,1,2024-03-27,ros,2023.0,2028.0
233980,240034,Cayetano Funta,23,71,71,Patronato2024 ~ 2024,185,80,Left,71,/players?pn=5,0,"Jan 11, 2024",,€1.9M,€8K,€2.8M,295,60,45,75,60,55,277,45,62,47,58,65,328,65,61,70,74,58,345,57,79,87,73,49,294,55,64,59,73,43,71,224,77,74,73,53,8,8,13,8,16,1816,377,3,2,Medium,Medium,1,Normal (185+),No,63,49,62,57,73,73,,,,0,2024-03-27,Patronato,2024.0,2024.0
235004,240034,Gaston Suso,32,71,71,Platense2022 ~ 2024,190,82,Left,71,/players?pn=5,0,"Jan 3, 2022",,€1.2M,€9K,€1.7M,259,45,40,70,73,31,216,45,31,33,55,52,288,50,53,54,68,63,303,47,73,70,78,35,281,73,72,43,29,64,64,218,70,74,74,40,5,9,11,6,9,1605,343,3,2,Low,High,1,Normal (185+),No,52,41,52,51,72,75,,InterceptAerial,,2,2024-03-27,Platense,2022.0,2024.0
248060,240034,Valentin Mihaila,23,71,77,Parma2020 ~ 2025,180,71,Right,72,/players?pn=12,6,"Oct 5, 2020",,€3M,€3K,€5.4M,304,64,67,42,68,63,316,72,66,45,63,70,390,89,83,82,63,73,319,67,61,80,52,59,259,45,25,66,65,58,67,102,37,30,35,45,5,11,8,11,10,1735,379,3,3,High,Medium,1,Lean (170-185),No,86,65,65,72,33,58,,RapidInjury Prone,,2,2024-03-27,Parma,2020.0,2025.0
251132,240034,Ezequiel Piovi,30,71,71,LDU Quito2021 ~ 2025,168,68,Right,71,/players?pn=10,0,"Aug 2, 2021",,€1.6M,€650,€3.5M,296,55,60,55,71,55,339,67,69,65,68,70,386,81,71,80,70,84,365,69,75,83,69,69,341,65,70,68,69,69,70,202,65,70,67,62,14,14,9,13,12,1991,416,3,3,Medium,Medium,1,Normal (170-),No,76,64,67,70,67,72,,Long Ball PassTiki TakaPress ProvenLong Shot Taker (CPU AI)Team PlayerLeadership,,6,2024-03-27,LDU Quito,2021.0,2025.0
258812,240034,Tim Siersleben,23,71,75,Heidenheim2023 ~ 2026,187,80,Left,73,/players?pn=5,4,"Jun 29, 2023",,€2.4M,€15K,€4.5M,231,48,25,70,61,27,214,51,27,30,48,58,289,59,47,55,70,58,310,45,83,63,78,41,247,69,73,26,36,43,63,216,73,75,68,52,6,11,11,9,15,1559,334,1,2,Low,Medium,1,Normal (185+),Yes,52,33,48,55,73,73,,Intercept,,1,2024-03-27,Heidenheim,2023.0,2026.0
279293,240034,Alex Mandiquez,35,71,71,Deportivo Pereira2024 ~ 2028,170,71,Right,71,/players?pn=18,0,"Jan 11, 2024",,€775K,€1K,€1.1M,296,55,66,42,66,67,311,78,55,47,58,73,398,85,84,86,55,88,350,77,70,62,73,68,297,65,24,68,73,67,69,79,23,26,30,56,15,9,14,8,10,1787,388,3,3,Medium,Medium,1,Normal (170-),No,84,69,63,76,27,69,,,,0,2024-03-27,Deportivo Pereira,2024.0,2028.0
205054,240034,Kal Naismith,31,71,71,Bristol City2022 ~ 2025,185,78,Left,71,/players?pn=5,0,"Jul 1, 2022",,€1.3M,€20K,€2.5M,311,68,63,70,65,45,337,67,70,74,62,64,351,68,66,74,69,74,376,73,78,77,77,71,318,73,70,52,64,59,65,210,70,71,69,44,9,12,6,10,7,1947,411,3,3,High,Medium,1,Normal (185+),No,67,65,66,67,70,76,,Long Ball PassAnticipateInjury Prone,,3,2024-03-27,Bristol City,2022.0,2025.0
224510,240034,Walter Bou,29,71,71,Lanús2024 ~ 2026,174,74,Right,71,/players?pn=25,0,"Jan 19, 2024",,€1.9M,€12K,€2.9M,331,66,76,67,59,63,331,70,70,63,57,71,361,69,67,75,70,80,359,77,72,77,66,67,329,66,53,74,65,71,69,138,33,55,50,62,12,15,12,11,12,1911,392,4,3,High,High,1,Normal (170-185),No,68,73,62,71,49,69,,Trivela,,1,2024-03-27,s,2024.0,2026.0
230398,240034,Elton Matheus Marques Paiva,31,71,71,Internacional2023 ~ 2026,188,88,Right,71,/players?pn=5,0,"Jun 26, 2023",,€1.3M,€15K,€2.5M,240,35,37,77,48,43,235,36,33,45,53,68,226,44,36,35,75,36,312,57,81,44,88,42,258,66,74,28,39,51,60,208,67,68,73,49,8,9,11,11,10,1528,317,3,2,Medium,Medium,1,Normal (185+),No,40,43,43,49,70,72,,,,0,2024-03-27,Internacional,2023.0,2026.0
239358,240034,Seny Dieng,28,71,73,Middlesbrough2023 ~ 2027,193,90,Right,71,/players?pn=0,2,"Jul 8, 2023",,€1.6M,€14K,€3.2M,89,7,9,20,45,8,114,10,31,8,45,20,217,39,41,34,70,33,209,52,63,26,63,5,101,24,11,6,52,8,45,31,8,9,14,347,70,67,69,67,74,1108,387,3,1,Medium,Medium,1,Normal (185+),No,70,67,69,74,40,67,,,,0,2024-03-27,Middlesbrough,2023.0,2027.0
242174,240034,Daniel Mantilla,26,71,71,Atlético Nacional2023 ~ 2025,172,70,Right,71,/players?pn=16,0,"Jan 13, 2023",,€2M,€4K,€2.8M,295,66,64,43,69,53,302,69,49,50,64,70,382,80,74,83,67,78,325,67,61,72,59,66,299,58,39,72,72,58,70,131,44,41,46,42,7,9,7,11,8,1776,383,3,3,High,Medium,1,Normal (170-185),No,77,65,66,71,42,62,,Finesse Shot,,1,2024-03-27,tico Nacional,2023.0,2025.0
223231,240034,Florin Tanase,28,71,71,Al Okhdood2023 ~ 2028,185,71,Right,72,/players?pn=18,0,"Aug 4, 2023",,€1.9M,€16K,€3.1M,334,70,70,58,72,64,352,69,72,71,72,68,340,76,73,79,72,40,315,68,59,78,43,67,337,55,54,72,76,80,74,108,32,39,37,53,8,16,12,10,7,1839,381,3,3,Medium,Low,1,Lean (185+),No,74,69,72,69,42,55,,Finesse Shot,,1,2024-03-27,Al Okhdood,2023.0,2028.0
224511,240034,Ezequiel Bonifacio,29,71,71,Banfield2023 ~ 2024,170,69,Right,71,/players?pn=12,0,"Aug 14, 2023",,€1.8M,€11K,€2.6M,311,72,49,61,70,59,303,73,49,47,63,71,373,74,71,76,70,82,349,65,74,74,69,67,343,77,65,73,67,61,79,205,65,70,70,49,10,7,15,11,6,1933,409,3,3,Medium,Medium,1,Stocky (170-),No,72,58,67,73,67,72,,RapidEarly Crosser (CPU AI),,2,2024-03-27,Banfield,2023.0,2024.0
231423,240034,Casper De Norre,26,71,72,Millwall2023 ~ 2026,175,75,Right,72,/players?pn=14,1,"Jul 21, 2023",,€2.2M,€18K,€4.3M,304,65,61,51,71,56,333,72,70,47,70,74,347,65,67,70,68,77,355,73,70,82,63,67,327,70,69,72,65,51,68,206,67,69,70,57,11,8,13,14,11,1929,406,4,3,Medium,High,1,Normal (170-185),No,66,64,67,72,67,70,,Long Ball PassWhipped CrossSlide Tackle,,3,2024-03-27,Millwall,2023.0,2026.0
184575,240034,Romain Alessandrini,34,71,71,Shenzhen2022 ~ 2026,173,79,Left,73,/players?pn=18,0,"Apr 26, 2022",,€900K,€9K,€1.4M,331,64,72,53,70,72,365,73,74,76,66,76,384,76,75,82,70,81,345,78,68,63,60,76,324,73,33,74,71,73,76,128,43,51,34,57,11,12,9,16,9,1934,401,4,4,High,Low,2,Normal (170-185),Yes,75,74,69,75,44,64,,Power ShotDead BallIncisive PassTechnicalTrivelaLong Shot Taker (CPU AI),,6,2024-03-27,Shenzhen,2022.0,2026.0
251647,240034,Bruno Alberto Langa,25,71,74,"AlmeríaJun 30, 2024On loan",178,70,Left,72,/players?pn=8,3,"Jul 1, 2022","Jun 30, 2024",€2.3M,€5K,€0,234,62,28,54,58,32,316,77,63,45,57,74,407,84,82,84,74,83,342,72,71,75,61,63,255,61,67,45,39,43,73,204,67,70,67,50,14,11,6,11,8,1808,392,2,2,Medium,Medium,1,Normal (170-185),No,83,46,54,77,67,65,,BlockEarly Crosser (CPU AI),,2,2024-03-27,aJun,,
255487,240034,Sofiane Bendebka,30,71,71,Al Fateh2020 ~ 2024,185,74,Right,72,/players?pn=12,0,"Jan 29, 2020",,€1.8M,€19K,€3M,331,61,69,63,71,67,332,72,64,53,72,71,369,77,71,74,72,75,355,66,75,91,66,57,340,67,64,74,68,67,65,171,57,61,53,56,11,11,15,13,6,1954,412,2,3,High,High,1,Lean (185+),No,74,66,67,72,60,73,,TechnicalRelentlessSolid Player,,3,2024-03-27,Al Fateh,2020.0,2024.0
278016,240034,Murillo Costa Dos Santos,20,70,81,Nottingham Forest2023 ~ 2028,184,79,Left,72,/players?pn=5,11,"Aug 31, 2023",,€3.3M,€20K,€6.9M,238,50,27,67,63,31,277,58,51,36,67,65,334,68,73,61,66,66,298,48,78,64,80,28,264,73,63,29,47,52,66,210,67,71,72,62,14,9,14,12,13,1683,365,3,2,Medium,High,1,Stocky (170-185),No,71,33,56,62,68,75,,Slide Tackle,,1,2024-03-27,Nottingham Forest,2023.0,2028.0
227584,240034,Dario Melnjak,30,70,70,Hajduk Split2021 ~ 2026,179,73,Left,70,/players?pn=7,0,"Sep 23, 2021",,€1.4M,€600,€3.1M,332,69,67,65,67,64,295,68,49,51,58,69,337,68,69,67,67,66,335,68,69,74,61,63,315,68,64,80,61,42,71,201,62,70,69,46,15,7,10,8,6,1861,398,3,2,High,Low,1,Normal (170-185),No,69,66,63,68,66,66,,InterceptTeam Player,,2,2024-03-27,Hajduk Split,2021.0,2026.0
233472,240034,Noah Joel Sarenren Bazee,26,70,70,DSC Arminia Bielefeld2023 ~ 2025,183,80,Right,70,/players?pn=23,0,"Aug 31, 2023",,€1.7M,€6K,€2.5M,312,72,63,53,69,55,306,73,64,42,54,73,376,82,74,77,68,75,267,64,65,30,52,56,255,44,31,66,62,52,58,77,22,26,29,56,15,6,13,11,11,1649,351,3,3,Medium,Low,1,Lean (170-185),Yes,78,61,64,73,29,46,,RapidInjury Prone,,2,2024-03-27,DSC Arminia Bielefeld,2023.0,2025.0
236288,240034,Ifeanyi Mathew,26,70,71,Zürich2023 ~ 2025,175,75,Right,71,/players?pn=14,1,"Feb 15, 2023",,€1.9M,€7K,€2.9M,305,60,64,52,71,58,318,69,58,52,69,70,393,77,80,80,69,87,374,70,73,87,71,73,316,70,68,64,66,48,66,198,67,68,63,60,7,14,14,11,14,1964,423,3,3,Medium,Medium,1,Normal (170-185),No,79,66,66,71,66,75,,Long Ball PassLong Shot Taker (CPU AI),,2,2024-03-27,rich,2023.0,2025.0
243200,240034,Samuele Mulattieri,22,70,79,Sassuolo2023 ~ 2028,183,77,Right,72,/players?pn=25,9,"Jul 7, 2023",,€3.6M,€9K,€6.8M,318,49,73,67,66,63,318,69,62,55,59,73,350,75,75,69,66,65,356,67,79,72,73,65,273,53,35,72,60,53,62,102,27,38,37,47,8,13,8,10,8,1764,380,4,2,Medium,Medium,1,Normal (170-185),No,75,69,60,70,37,69,,Chip Shot,,1,2024-03-27,Sassuolo,2023.0,2028.0
212225,240034,Enzo Roco,30,70,70,Al Tai2023 ~ 2025,192,79,Right,70,/players?pn=5,0,"Jul 28, 2023",,€1.3M,€11K,€2.1M,252,40,43,73,69,27,239,52,27,31,62,67,255,46,50,52,67,40,313,45,77,70,82,39,259,66,68,42,49,34,64,209,68,72,69,61,13,9,13,13,13,1588,346,3,2,Medium,Medium,1,Normal (185+),Yes,48,41,54,57,70,76,,Power HeaderAerial,,2,2024-03-27,Al Tai,2023.0,2025.0
243201,240034,Alex Dominguez Romero,24,70,76,Toulouse2023 ~ 2024,186,82,Right,70,/players?pn=0,6,"Jul 27, 2023",,€2M,€8K,€4.4M,88,24,7,10,39,8,113,15,14,22,31,31,254,39,47,56,67,45,189,48,46,36,41,18,93,20,15,7,38,13,43,38,11,17,10,344,70,69,64,69,72,1119,386,2,1,Medium,Medium,1,Normal (185+),No,70,69,64,72,42,69,,,,0,2024-03-27,Toulouse,2023.0,2024.0
252929,240034,Borja Sainz Eguskiza,22,70,77,Norwich City2023 ~ 2026,178,75,Right,71,/players?pn=18,7,"Jul 1, 2023",,€3.2M,€16K,€6.7M,292,64,68,34,68,58,321,69,62,58,64,68,369,80,75,74,66,74,301,65,52,70,47,67,305,62,42,68,67,66,66,117,47,33,37,43,11,5,7,9,11,1748,375,3,3,Medium,Medium,1,Lean (170-185),No,77,67,66,69,40,56,,Technical,,1,2024-03-27,Norwich City,2023.0,2026.0
264194,240034,Jens Castrop,19,70,79,Nürnberg2023 ~ 2027,178,76,Right,72,/players?pn=18,9,"Jul 1, 2023",,€3.4M,€5K,€6M,285,57,57,49,73,49,320,72,61,45,69,73,397,84,78,87,71,77,301,50,66,79,55,51,324,86,66,63,69,40,60,191,59,65,67,59,11,14,14,8,12,1877,403,3,3,Medium,Medium,1,Lean (170-185),No,81,53,66,73,62,68,,Slide TackleRapid,,2,2024-03-27,rnberg,2023.0,2027.0
233730,240034,Yakou Meite,27,70,70,Cardiff City2023 ~ 2025,185,82,Left,70,/players?pn=25,0,"Jul 7, 2023",,€1.7M,€11K,€3.2M,333,64,67,77,55,70,293,68,64,57,48,56,347,73,83,68,63,60,400,82,92,75,86,65,312,79,35,72,55,71,64,136,43,53,40,47,6,7,13,11,10,1868,399,2,3,High,Medium,1,Stocky (185+),No,79,70,56,64,48,82,,Power HeaderRapidInjury Prone,,3,2024-03-27,Cardiff City,2023.0,2025.0
213763,240034,Rasmus Schuller,32,70,70,Djurgården2021 ~ 2025,177,67,Left,70,/players?pn=10,0,"Jan 8, 2021",,€1.1M,€5K,€1.4M,278,56,52,60,68,42,304,63,60,54,65,62,295,51,42,68,69,65,323,63,62,77,62,59,321,79,73,41,63,65,65,209,76,68,65,65,14,15,8,14,14,1795,367,3,3,Medium,High,1,Lean (170-185),No,46,55,63,64,70,69,,Long Ball Pass,,1,2024-03-27,rden,2021.0,2025.0
214019,240034,Daniel Giraldo,31,70,70,Millonarios2023 ~ 2025,178,77,Right,70,/players?pn=10,0,"Jan 1, 2023",,€1.1M,€3K,€1.5M,268,58-1,43,63,72,32,287,58,47,48,69,65,344,71,74,70,58,71,347,50+1,80,79,80,58+1,311,67,70,58,67,49,64,203,70,68,65,64,10,13,12,15,14,1824,393,3,3,Medium,High,1,Normal (170-185),No,73,48,65,62,68,77,,Tiki TakaPress ProvenRelentless,,3,2024-03-27,Millonarios,2023.0,2025.0
216067,240034,Riccardo Gagliolo,33,70,70,Ascoli2024 ~ 2024,180,75,Left,70,/players?pn=5,0,"Jan 25, 2024",,€750K,€3K,€1.2M,290,61,50,73,66,40,250,56,37,34,57,66,352,66,67,70,69,80,347,68,79,70,73,57,238,68,70,36,26,38,67,210,70,70,70,50,7,9,12,8,14,1737,378,4,2,Medium,Medium,1,Stocky (170-185),No,67,53,53,63,70,72,,Power Header,,1,2024-03-27,Ascoli,2024.0,2024.0
223747,240034,Stephen Kingsley,28,70,70,Hearts2020 ~ 2025,178,77,Left,70,/players?pn=5,0,"Oct 6, 2020",,€1.4M,€5K,€2.5M,301,70,57,69,70,35,360,72,73,75,70,70,327,58,61,67,69,72,348,61,72,75,73,67,312,69,68,61,68,46,68,211,70,73,68,51,11,6,8,14,12,1910,402,2,2,High,Medium,1,Normal (170-185),Yes,60,58,70,71,70,73,,Dead BallSlide TackleLong Shot Taker (CPU AI)Early Crosser (CPU AI),,4,2024-03-27,Hearts,2020.0,2025.0
251651,240034,Luis Vazquez,22,70,77,Anderlecht2023 ~ 2028,190,85,Right,72,/players?pn=25,7,"Jul 26, 2023",,€3.3M,€13K,€5.6M,312,51,70,75,64,52,298,65,60,47,56,70,330,70,70,68,67,55,369,72,84,68,78,67,295,66,24,72,65,68,68,87,43,24,20,36,12,5,5,6,8,1727,372,3,3,Medium,Low,1,Lean (185+),Yes,70,69,59,67,34,73,,Power Header,,1,2024-03-27,Anderlecht,2023.0,2028.0
231428,240034,Filippo Bandinelli,28,70,70,Spezia2023 ~ 2027,180,70,Left,70,/players?pn=14,0,"Jul 21, 2023",,€1.6M,€3K,€2.6M,347,66,68,67,71,75,340,69,64,66,69,72,362,72,69,72,69,80,366,76,74,74,67,75,339,68,70,70,70,61,72,204,70,68,66,48,10,9,7,15,7,2006,419,3,3,High,Medium,1,Normal (170-185),Yes,70,71,69,71,69,69,,Long Shot Taker (CPU AI),,1,2024-03-27,Spezia,2023.0,2027.0
268805,240034,Danley Jean Jacques,23,70,81,Metz2022 ~ 2027,182,72,Left,71,/players?pn=10,11,"May 1, 2022",,€3.3M,€9K,€7.3M,277,56,41,64,72,44,311,66,62,45,69,69,338,68,69,68,65,68,343,67,74,70,73,59,299,73,65,64,62,35,69,204,66,71,67,46,11,12,7,9,7,1818,391,3,2,Medium,Medium,1,Normal (170-185),No,69,51,65,67,67,72,,,,0,2024-03-27,Metz,2022.0,2027.0
229637,240034,Gokhan Akkan,28,70,72,Rizespor2015 ~ 2024,188,80,Right,70,/players?pn=0,2,"Jul 1, 2015",,€1.4M,€7K,€2.8M,84,15,15,13,29,12,80,15,12,18,26,9,267,48,48,49,63,59,225,50,57,35,69,14,113,20,25,13,34,21,54,46,12,15,19,346,70,66,66,70,74,1161,394,2,1,Medium,Medium,1,Normal (185+),No,70,66,66,74,48,70,,FootworkCross Claimer,,2,2024-03-27,Rizespor,2015.0,2024.0
199174,240034,Antonio Caracciolo,33,70,70,Pisa2020 ~ 2024,185,83,Right,70,/players?pn=5,0,"Sep 1, 2020",,€750K,€3K,€1.2M,236,41,38,69,66,22,232,58,27,30,56,61,319,66,45,68,71,69,282,24,78,71,80,29,233,69,72,28,34,30,70,207,73,68,66,59,7,13,13,11,15,1568,342,3,2,Medium,High,1,Normal (185+),No,54,32,49,62,70,75,,JockeyBruiser,,2,2024-03-27,Pisa,2020.0,2024.0
